id,title,vote_average,vote_count
38125,Curse of the Fly,5.1,13
28778,The Devil-Ship Pirates,6,3
30972,The Brides of Fu Manchu,5.8,6
83519,Witchcraft,6.9,7
244403,Rudderless,7.4,106
58760,Jackboots on Whitehall,5.5,11
81347,Likainen pommi,5.8,3
131631,The Hunger Games: Mockingjay - Part 1,6.6,5767
48135,Jules Verne's Rocket to the Moon,6.1,8
28019,"Give 'em Hell, Malone",5.9,30
41077,Son of the White Mare,7.5,12
36132,Samson & Sally,6.2,6
28967,The Little Fox,7.5,13
270403,Gett: The Trial of Viviane Amsalem,7.4,44
222649,Rosewater,6.5,99
294959,Valley Uprising,8.1,18
273334,United States of Secrets (Part One): The Program,9,1
295315,Sex Ed,5.1,62
58433,The Apocalypse,6.1,5
288281,A Good Marriage,5.1,119
237791,The Way He Looks,8.1,262
140222,Love and Honor,5.8,135
188538,Remember Sunday,7,131
186161,The Gilded Cage,6.8,118
56178,Beauty Prize,0,1
77412,Romance,4.3,3
121020,Illicit,4.3,6
33001,Other Men's Women,4.8,4
20675,The Beast of the City,5.3,6
43075,The Cabin in the Cotton,6,6
114302,The Man Who Played God,7.9,4
147441,Exodus: Gods and Kings,5.6,1957
46217,Darfur,6.1,10
60479,Max Schmeling,4.6,8
206563,Trash,7.1,243
39298,Frozen Days,0,0
265195,Wild Tales,7.7,878
17234,Summer Days With Coo,7.3,20
298077,Ambition,6.8,31
157305,Head Over Heels,7,20
212167,Patema Inverted,7.4,85
250657,Fed Up,7.4,108
55152,The Oblong Box,5.6,24
58700,"Yobi, The Five-Tailed Fox",6.5,17
78399,The Savior,5,3
143451,Arcana,5.5,2
183111,Whoregasm,7,1
183113,Police State,7,1
183119,Kiss Me Goodbye,7,1
90978,The Male Animal,1,1
52853,Rio Rita,7.1,4
72638,The Fighting 69th,5.9,8
232100,Riley Rewind,7.1,7
49431,My Gun Is Quick,5.3,2
9742,Werner - Beinhart!,6.2,35
17009,Jetsons: The Movie,5.4,37
167963,Thesis on a Homicide,6.1,52
57106,Freedom,5.8,9
165477,Whole Lotta Sole,5.8,22
143453,Thrust in Me,6.5,2
244001,Bo Burnham: what.,7.9,41
203179,Magic Camp,7,3
183127,The Wild World of Lydia Lunch,7,1
202573,The Reunion,6.3,17
162406,Embracing,7,1
162437,Katatsumori,7,1
21811,Ski School,4.4,15
162442,See Heaven,5,1
162435,Sun on the Horizon,0,0
86532,Paths of Hate,5.7,5
55538,Bloody Birthday,6.2,38
22585,Ski Patrol,4.8,14
203766,Long Way Round,8.2,24
100042,Dumb and Dumber To,5.4,1140
233423,The Legend of Sarila,4.9,10
30449,Imago mortis,4.9,11
128606,The Gun That Won the West,0,0
206821,The Longest Week,5,116
55308,Gunfighters,4.3,3
289575,Tales of the Grim Sleeper,6.9,20
284246,The Yes Men Are Revolting,6.9,7
103528,God is the Bigger Elvis,7,4
79544,The Wicker Tree,4.3,18
79475,The Green,5.6,7
258086,The Damned,5,84
184061,Deliver Us from Evil,10,1
261037,Miss Meadows,5.1,60
301566,Too Many Cooks,8.5,24
38459,Murder Over New York,6.3,6
80920,Repentance,5.1,26
256913,Quantum Love,5.7,74
14524,Cass,6.1,19
15741,Dorothy Mills,6.2,54
114750,Dear White People,6.2,222
13617,The Man Who Loved Yngve,6.4,17
17893,Camino,7.4,45
40074,Alucarda,6.7,20
17808,Painted Skin,6,37
209361,One Chance,6.5,112
15199,Rent: Filmed Live on Broadway,7,11
14142,Columbus Day,5.4,13
14539,An Empress and the Warriors,5.7,28
214096,Lucky Them,5.3,24
22609,Dil Bole Hadippa!,4.7,17
43768,Border Café,5,2
288691,Last Weekend,4.3,9
157380,May in the Summer,5.8,10
128142,"Nono, the Zigzag Kid",7,4
190870,Tip Top,4.4,9
285843,October Gale,5,24
211411,Musicwood,0,0
248211,Liar's Dice,6,1
139930,How Do You Write a Joe Schermann Song,0,0
166627,Calloused Hands,0,0
268174,BFFs,6.5,1
157045,Winter in the Blood,6,1
266856,The Theory of Everything,7.8,3403
272602,Amira & Sam,6.1,28
182349,Love Sick Love,4.7,9
149940,Double Tide,10,1
13646,"Moscow, Belgium",6.4,11
56152,Brigham Young,3.5,6
66707,Johnny Apollo,6.3,2
64928,It All Came True,6.5,1
282848,Doctor Who: The Time of the Doctor,8.4,61
227735,Dolphin Tale 2,6.7,98
158439,Lucky Partners,5.8,3
69060,Ahí está el detalle,7.4,9
100416,Demoted,5.1,15
200044,Deranged,4.1,7
232679,When the Game Stands Tall,6.3,134
192558,Aashiqui 2,6.8,41
193726,ABCs of Death 2,5.5,89
228813,Neurons to Nirvana,8.3,3
102410,Fillmore,0,0
20789,The Flyboys,6.7,15
17175,The Last Word,6.4,16
40925,Dream Boy,5.9,24
7267,TBS,6.9,8
15149,Take the Trash,6.9,12
204768,Les invincibles,5.2,15
201759,Miserere,6.2,20
202215,Queens of the Ring,5.6,17
283726,The New Girlfriend,5.9,100
289153,"Sex, Love & Therapy",4.9,107
15011,Red Mist,4.8,22
295087,"Bangkok, We Have A Problem!",4.9,41
13835,Real Time,7.2,7
140818,Ragnarok,5.7,59
18940,Secrets Of State,5.5,31
14866,Farm House,4.9,25
45127,A Matador's Mistress,5.8,29
17780,A Kind of America 2,7.2,6
19222,Parasomnia,4.8,26
17143,Fast Track: No Limits,5,12
36683,20th Century Boys - Chapter 1: Beginning of the End,6.7,21
15542,Stiletto,4.4,17
18232,If You Are the One,6.5,22
263614,Virunga,8.1,74
23515,Sick Girl,6,10
10258,The Madagascar Penguins in a Christmas Caper,6.5,58
32080,The Seven-Ups,6.5,33
267806,V/H/S: Viral,4.5,164
159153,Running from Crazy,5.5,4
72933,April Story,7.1,14
250833,Happiness,7,1
136459,Victor and the Secret of Crocodile Mansion,6.4,4
48186,The Boy Who Cried Werewolf,5.7,58
29596,Nothing But the Night,6,7
98404,Destroyer,7.4,4
191037,Mr Hockey The Gordie Howe Story,6,1
17963,Gone Nutty,6.7,41
253256,The Heart Machine,5.5,10
254194,Starry Eyes,5.9,128
151679,End of the Road,6,2
242828,When Marnie Was There,7.8,345
241868,Lupin the 3rd,5.6,23
119892,The Monkey King,4.8,52
110416,Song of the Sea,8.1,420
304023,Rakuen Tsuihou - Expelled from Paradise,6.4,18
252391,Kiki's Delivery Service,5.8,13
142507,Exit,3.5,2
155890,Tied,4.4,10
137769,The Magic Crystal,4.5,4
241771,Beyond the Lights,7,139
54658,Misunderstood,0,0
90816,Treasure of the Four Crowns,4.1,4
40383,The Last Shark,6,23
159121,Paulette,6.3,138
205775,In the Heart of the Sea,6.5,1300
55317,Don't Take God's Children for Wild Geese,6,6
66129,Les Tuche,6.1,283
45368,Comme les 5 doigts de la main,5.7,28
105001,Iceman,4.7,61
228445,Stockholm Stories,7,3
80957,Pressed,4.9,9
33838,The Care Bears Adventure in Wonderland,4.6,5
114324,Merry-Go-Round,6,3
141868,Fatty and Mabel Adrift,6,1
101135,A Connecticut Yankee in King Arthur's Court,6,3
214081,A Promise,5.9,45
24047,Alien Nation: Dark Horizon,6.2,10
77348,Alien Nation: Body and Soul,6.5,6
81244,Alien Nation: The Enemy Within,5.7,6
50291,Alien Nation: Millennium,5.5,8
230846,The Pig,6,4
87235,Crackers,5.2,13
22460,The Wall,7.4,16
221240,City Slacker,7,2
303623,Hello Ladies: The Movie,6.4,51
148430,Dzhamilya,5.5,2
80787,Codebreaker,6.4,7
251736,Listen Up Philip,5.9,61
99977,Hot Stuff,7.8,6
61644,Squeeze Play,4.3,3
79151,Love You You,9,2
100292,Ain't in It for My Health: A Film About Levon Helm,6.6,7
52444,Seducing Mr. Perfect,6.3,19
135397,Jurassic World,6.5,8842
215032,Watermark,7.4,8
293310,Citizenfour,7.9,516
117678,Dans la peau d'une grande,5.9,11
129966,David et Madame Hansen,6.7,14
198130,Pop Redemption,6.3,22
46473,Home Sweet Home,6,1
21861,LOL (Laughing Out Loud),6.5,380
170522,Asterix: The Mansions of the Gods,6.7,401
78646,She Monkeys,4.7,12
297608,The Taking of Deborah Logan,6,327
73452,Admissions,6,1
158967,House Hunting,4.6,16
250643,Alive Inside,7.8,34
294600,Last I Heard,6,1
41608,God Forgives... I Don't!,6.2,35
42332,Santa Who?,5.6,17
294538,Hit by Lightning,5.2,16
63484,The Incite Mill,5.5,11
45167,Pumzi,6.1,4
9510,1½ Knights - In Search of the Ravishing Princess Herzelinde,4.5,45
13610,Christmas Cottage,6.1,14
184992,A Five Star Life,5.5,31
254435,The Boy in the Mirror,6,1
43212,My Dear Desperado,6.6,6
16877,The 39 Steps,5.4,9
227159,Horrible Bosses 2,6.1,1575
83451,Poto and Cabengo,5,1
139715,Detention of the Dead,4.5,34
34651,Devil's Doorway,5.9,9
29060,Diary of a Madman,5.4,9
50571,Disciples of the 36th Chamber,6.4,14
17925,Disengagement,7.5,2
44131,The Beaver Trilogy,8.6,4
136525,Divorce,4,1
68340,Doctor at Large,6.2,9
68337,Doctor in Distress,6.6,6
68242,Doctor in the House,6.2,10
89059,Don Juan,5,1
237796,Don Juan,5.9,4
40102,Don't Answer the Phone!,4.4,10
143092,Don't Give Up the Ship,6.1,4
109441,Don't Go Near the Water,6,2
84742,Donner Pass,4.3,28
88107,Double Trouble,5.1,7
180607,Down the Shore,5.9,10
164073,Down to the Sea in Ships,7.4,5
19273,Dr. Dolittle: Million Dollar Mutts,5.5,12
27996,Dr. Dolittle: Tail to the Chief,5,36
183190,Dr. Gillespie's New Assistant,6,1
35801,Dr. Jekyll and Mr. Hyde,4.2,7
235679,Dr. Socrates,0,0
10473,DragonHeart: A New Beginning,5.5,70
34652,Drive a Crooked Road,4.1,4
46302,Drive Thru,5,31
21791,Drop Dead Sexy,4.5,15
66018,Drunken Master III,5,3
120785,Easy Living,0,0
43343,Easy to Love,6,1
72892,Air Crew,5.8,8
94201,El Condor,5.5,8
102629,El Gringo,5.1,44
58058,Elisa,6.2,15
140814,Elliot Loves,3,2
19554,Elvis and Anabelle,7.1,23
37641,Elvis Has Left the Building,5.8,11
45120,Elvis Meets Nixon,6.6,4
33111,Enchantment,6,2
133831,Endangered Species,5.5,4
63273,Endure,7,2
22124,Executioners from Shaolin,7.5,9
161422,The Orkly Kid,6.5,2
121250,Home Before Dark,8,3
116385,Let No Man Write My Epitaph,10,1
81182,Lost Christmas,6.3,10
121992,Michael Shayne: Private Detective,6.3,4
6110,Murder on the Orient Express,5.9,5
96433,My Friend Irma Goes West,6.3,3
238589,Enemies Closer,5.1,66
171594,Enter Arsene Lupin,0,0
76815,Barely Legal,3.7,23
71316,Nutcracker: The Motion Picture,6,4
155130,The Forgotten Faces,5,1
238185,Russell Brand: Messiah Complex,7.2,18
31462,Moving Violations,5.7,16
167935,So Much Water,7.8,4
78327,The Dark Horse,8,1
81110,The Eagle and the Hawk,4.2,6
211247,The Fake,6.7,10
27446,The Fearmakers,6,2
134355,The Happy Road,0,0
111750,The Real Glory,4.8,3
81038,This Is the Night,3.7,3
146946,Yellow Rock,4.6,5
219343,Lucia,6.8,10
38636,Dancing Outlaw II: Jesco Goes to Hollywood,4.3,2
254582,Oppressed Majority,5.5,4
163068,"T,O,U,C,H,I,N,G",7.2,5
49467,Little Hamlet,5,1
25518,La Belle verte,7.5,32
270946,Penguins of Madagascar,6.5,1375
238222,Bill Bailey: Qualmpeddler,7.3,5
75364,Ivul,4.3,3
267355,Hotline,8,1
299618,Fugly!,4.9,5
253331,Black or White,6.5,119
268386,Ragamuffin,7.2,5
296136,Oko Wykol,4.5,4
252178,'71,6.7,414
259610,Bastards,5,1
256917,The Water Diviner,6.8,439
39849,Enlighten Up!,0,0
173912,Just a Sigh,6.6,10
75491,The Rabbi's Cat,6.7,51
278086,Altman,6.4,10
284293,Still Alice,7.5,1126
40192,Je préfère qu'on reste amis,5.8,8
300441,Grumpy Cat's Worst Christmas Ever,5.3,27
116149,Paddington,7,899
204965,Drei Stunden,7.5,2
135714,Redemption: For Robbing the Dead,0,0
203834,Jessabelle,5.1,265
294254,Maze Runner: The Scorch Trials,6.5,3148
159100,Kink,5.5,17
302496,Beautiful Girl,3.2,3
147778,Showrunners: The Art of Running a TV Show,6.2,29
99922,Dirigible,0,1
28526,Sir Arne's Treasure,6.7,3
89280,My Brother Tom,7.3,9
193411,The Kiss,4.5,7
93114,Quest,6.7,3
284995,Scooby-Doo! Frankencreepy,6.7,13
307087,The Ghost and the Whale,0,0
150338,Pendulum,0,0
212843,Burt's Buzz,6.6,10
79218,Ice Age: A Mammoth Christmas,6,171
105770,The Bloody Olive,7.3,6
169860,Hey Bartender,5.3,4
306650,Kajaki,6.3,93
35856,A Matter of Size,6.4,5
265449,Summer of Blood,4.9,11
92459,Appointment with Crime,6.3,3
137357,Hungry Hill,4,2
100257,Quartet,6.8,3
43450,Scott of the Antarctic,7.7,6
157283,Christopher Columbus,6,2
80031,The Magnet,5,5
181876,Blackmailed,0,0
27917,Pool of London,7,3
69784,Anne of the Indies,7.1,6
123432,The Lady Says No,6,2
27884,The Story of Robin Hood and His Merrie Men,5,3
64851,The Sword and the Rose,7,1
28909,Above Us the Waves,5.4,12
68339,Doctor at Sea,5.8,5
252721,An Alligator Named Daisy,0,0
40953,The Iron Petticoat,3,1
191186,The Living Idol,0,0
27261,Orders to Kill,5,1
185546,Upstairs and Downstairs,6,3
171075,Crooks Anonymous,7.4,7
82966,Two Weeks in September,7,1
118337,Zeta One,4.3,9
244458,The Voices,6.2,578
20886,"Welcome, or No Trespassing",7.5,17
185057,Adventures of a Dentist,7,4
67869,"Sport, Sport, Sport",5.7,3
139169,Farewell,6,4
131194,Eagle's Wing,5,5
230836,Levitated Mass,8.3,2
139380,Nativity 2: Danger in the Manger!,5.2,16
41272,The Puzzle,7,2
84154,Donald Glover: Weirdo,6.9,15
276922,Come Back to Me,5.6,52
303742,Trailer Park Boys: Live at the North Pole,7.6,8
257296,The Righteous Thief,5.4,5
136476,State of Emergency,4.4,28
257442,Almost Married,5.3,8
96846,The Swinger,6,1
240820,Christmas in Conway,5.4,10
289416,Grace,4.8,62
99879,Winter Nomads,8,3
70966,Courier,8.1,15
20077,Batman vs Dracula,6.5,58
171308,Baffled!,3,1
86236,Dying Room Only,6.8,5
11616,Go for It,6.8,90
170582,Great Expectations,3,2
266108,Hand in Hand,0,0
163870,Tenchi: The Samurai Astronomer,0,0
250798,The Green Prince,7.4,19
277846,Castles in the Sky,5.8,7
282297,Cowspiracy: The Sustainability Secret,7.9,119
123581,McConkey,4.5,2
253295,Manny,6.4,40
262088,Chocolate Strawberry Vanilla,6.1,9
189133,"Mayday at 40,000 Feet!",8,2
146916,Bus Riley's Back In Town,0,0
198171,Mahoney's Last Stand,5.3,2
173805,Fortune and Men's Eyes,3.7,3
38986,The Party Animal,5.7,5
74092,Bleak Night,7.9,14
307114,To Encourage the Others,0,0
306963,Wanderers,7.4,24
246860,Clouds of Sils Maria,6.7,267
297596,Dying of the Light,4.5,118
100110,Survival Quest,5.8,4
210908,All Cheerleaders Die,5.1,124
47259,Cherry Tree Lane,5.1,18
262840,WolfCop,5.2,60
42057,It's a Wonderful Afterlife,4.3,9
207774,The Borderlands,5.1,82
193040,Slasher House,5.6,5
82469,The Kick,5.1,10
52009,Norwegian Ninja,3.8,10
169310,Borrowed Time,5.4,5
123107,Hellbenders,5.5,23
181009,Saving General Yang,6.1,44
68590,Legacy of Rage,7.1,4
58200,Shadowzone,4.4,7
57387,In Your Hands,6.1,8
2139,Cleopatra Jones and the Casino of Gold,6.7,3
151730,Eat,5.7,3
171357,"Jonathan Rosenbaum, Present",0,0
17135,Omega Doom,4.3,20
44503,Blow Job,3.8,12
308792,A Justified Life: Sam Peckinpah and the High Country,0,0
63194,The Diary of an Unknown Soldier,6.7,3
46760,Float,0,0
134375,Home Alone: The Holiday Heist,5.3,54
37176,The Pokrovsky Gates,6.5,11
100270,Game of Werewolves,6.4,26
270005,By the Gun,4.6,21
110552,The Protector 2,5.5,57
136278,Blood,6,49
86305,Exit Humanity,5.4,32
17792,Omen IV: The Awakening,4.6,37
74035,Ninjas vs. Zombies,3.6,5
110402,Hard to Be a God,6.7,41
255940,In Order Not to Be Here,8,1
14228,Mortuary,4,25
39195,Spontaneous Combustion,4.6,17
78247,Night Terrors,4.6,5
188832,Trance,6,1
305276,Tell,5.4,21
190000,In the Shadow of the Machine,7,2
245916,Kill the Messenger,6.6,359
183412,Dead Souls,3.9,21
241448,Village People,4.3,2
4683,A Gorgeous Girl Like Me,7.2,8
96011,Touch the Top of the World,6,1
150108,Travel Beyond the Three Seas,7.3,3
48443,The Hearts of Age,5,5
39928,H6: Diary of a Serial Killer,5,4
116762,Sallah,7.4,4
55322,Grant Morrison:  Talking with Gods,5.8,6
65275,The Universe of Keith Haring,5.8,4
252511,The Kingdom of Dreams and Madness,7.7,49
158483,Mei and the Kittenbus,7.3,17
23076,"Texas, Adios",4,4
99261,The Bloodstained Shadow,7.3,3
46570,"Today We Kill, Tomorrow We Die!",5.6,12
124207,The Devil and Holy Water,5,1
89652,Colt 38 Special Squad,0,0
42438,Ricky e Barabba,5.7,41
99361,Six Swedish Girls at a Pump,3.7,3
96477,Killer Cop,0,0
74018,A Cinderella Story: Once Upon a Song,6.1,282
55689,Baba Yaga,5.7,13
104866,Play Motel,2,2
3541,The Mad Dog Killer,6.2,7
74417,The Great Kidnapping,10,1
15261,Bring It On: In It To Win It,5.9,114
241953,Independents,0,0
58702,Between Miracles,5.7,6
128555,The Rebel,0,0
42499,The Night Evelyn Came out of the Grave,6.4,12
56971,The New Monsters Today,3.5,4
106970,Stunt Squad,8.3,3
42441,Tifosi,5.1,66
38366,The Cyclone,6.6,129
121510,Il tifoso l'arbitro e il calciatore,4.8,6
105398,Death Steps in the Dark,5,5
28844,"Black Emmanuelle, White Emmanuelle",4,4
118802,Il... Belpaese,6,1
145677,Savage Three,0,0
260893,L'arma,0,0
105906,A Man Called Magnum,6,2
268662,Il fischio al naso,0,0
48935,Viuuulentemente mia,3.4,5
78566,Gangsters,0,0
101231,Gente Di Rispetto,0,0
285423,Jarhead 2: Field of Fire,5.5,74
253272,The Mule,6.2,56
215016,Chantilly Lace,0,0
69040,Shy People,6,4
84425,Shadows in an Empty Room,0,0
104398,Dots,5.2,6
247437,Hen Hop,6.2,5
145337,Rock the Boat,5.3,3
289728,Jingle All the Way 2,4,11
214086,The Face of Love,5.9,43
43441,Every Girl Should Be Married,6.3,6
212950,Eight Iron Men,8.5,2
58414,A True Mob Story,7,3
74071,In the Folds of the Flesh,6.6,4
122917,The Hobbit: The Battle of the Five Armies,7.1,4884
40456,The Viking Queen,5.1,5
273895,Selma,7.4,835
227306,Unbroken,7.3,1437
246080,Black Sea,6.2,410
225499,Three Wise Fools,5,1
305127,The Frame,6.5,25
40130,The Red Queen Kills Seven Times,7.5,13
60041,White Mischief,5.8,16
112054,Beyond Justice,2.3,2
18450,Zorro,7,17
93142,Man Without a Memory,5.9,6
96132,Three Tough Guys,4,1
29482,The Bloodstained Butterfly,6.3,10
102949,Alive or Preferably Dead,7,1
105078,Death Occurred Last Night,6,2
98273,The Bastard,0,0
63260,The Return of Ringo,7.2,10
56431,A Pistol for Ringo,6,12
283281,The Scapegoat,0,0
103678,Kiss Kiss... Bang Bang,8.5,3
250538,The Good Lie,7.3,210
308165,Action Jackson,3.6,8
266782,The Improv: 50 Years Behind the Brick Wall,7.5,4
298445,I Am Santa Claus,6.3,17
240982,"The Missing Piece: Mona Lisa, Her Thief, the True Story",7,1
241574,Wild Heritage,5,1
118134,The Widow From Chicago,3.3,3
304336,Lap Dance,4.4,29
146121,The Baby Maker,0,0
15603,Fat Pizza,5.7,10
22285,Good Copy Bad Copy,7.2,8
83007,Comin' at Ya!,4.6,4
32624,When the Road Bends: Tales of a Gypsy Caravan,8,1
76750,Holy Flying Circus,5.9,11
29293,House of the Dead 2,4,29
67314,Prey,5.1,11
42710,Silent Madness,5,1
228634,Wodehouse In Exile,7,2
128264,Zombie Reanimation,2,1
74681,Made in Jamaica,6,1
277547,Playing It Cool,5.6,258
30545,Dogging: A Love Story,2,1
29542,Blood Dolls,4.9,9
9940,Cheerleader Massacre,3.6,9
118751,Flower and Snake 5: Rope Magic,0,0
23523,McLibel,7.8,4
24388,Bag Boy,3.8,4
39885,School of the Holy Beast,7,18
47057,The Appointments Of Dennis Jennings,7,1
65456,The Atrocity Exhibition,5.5,2
47491,The Beales of Grey Gardens,6.5,10
121620,The Touch of Her Flesh,3.5,3
72153,Virgin Witch,5.7,9
27739,The Zombie Chronicles,0.5,1
144114,The Dust Bowl,6.5,2
106685,Paris by Night,6.1,20
136106,Honor Among Lovers,0,0
60629,A Smoky Mountain Christmas,4,2
137347,Closer to the Moon,6.4,13
219043,Un marido de ida y vuelta,0,0
295144,Marvellous,7.3,38
20000,Somewhere in the Night,6,13
28652,Love Camp 7,4.4,8
295698,Free the Nipple,5,14
292191,Bachelor Night,3.8,9
172391,Khumba,5.8,74
252171,A Girl Walks Home Alone at Night,6.9,258
30174,1981,6.9,12
280218,1987,6.8,6
182528,Crimi Clowns: De Movie,6,4
20147,Dave Chappelle: For What it's Worth,8.2,23
34505,Bill Hicks: Relentless,8.7,16
26366,Ellen DeGeneres: The Beginning,4.7,3
32916,Scooby-Doo! Abracadabra-Doo,6.6,25
265177,Mommy,8.2,734
241239,A Most Violent Year,6.5,550
228970,Wild,7,961
59940,Zebra Lounge,4.1,13
68750,Rapid Fire,5.5,4
24486,Jack the Ripper,6.6,15
28791,Brutal,2.4,4
15056,The Curse of King Tut's Tomb,3.7,12
2699,Titanic,6.3,45
253290,Butterfly Girl,0,0
174678,Mr. Jones,4.6,36
284296,Top Five,6.3,212
308571,Bill Burr: I'm Sorry You Feel That Way,7.6,24
311021,The Uncommon Making of Petulia,0,0
246213,Fiddle-de-dee,4.5,2
127817,Blinkity Blank,6.1,7
210126,Mail Early for Xmas,4.5,2
246648,Canon,5.5,2
132038,Boogie-Doodle,6.8,5
148176,A Chairy Tale,6.5,6
94818,The Aggression Scale,6.1,28
162755,Blackbird,5.5,2
223243,A Phantasy,6.6,5
51406,Neighbours,7.8,19
214948,New York Lightboard Record,0,0
218658,Lines: Horizontal,5.5,2
211017,Mosaic,4.7,3
128679,Begone Dull Care,7.3,9
215061,Synchromy,6.8,4
255496,And Then There Was You,0,0
40210,Straight on Till Morning,6.5,3
266044,Amour fou,6.2,10
190469,Redirected,5.7,162
294308,Don't Blink,4.7,53
292063,Raiders from Beneath the Sea,0,0
61086,The Wild Bunch: An Album in Montage,0,0
87093,Big Eyes,6.8,1236
205349,I due Pompieri,3,1
224141,Into the Woods,5.6,1688
285532,Bolidi sull'asfalto a tutta birra!,0,0
61925,The Cop in Blue Jeans,6.8,7
52914,Squadra antifurto,7.2,3
255906,Il figlio dello sceicco,4.5,2
50758,Squadra antitruffa,7.1,5
52913,Little Italy,7.2,3
52238,Squadra antigangsters,5.1,4
165159,Agenzia Riccardo Finzi... praticamente detective,5.5,2
62715,Assassination on the Tiber,6.5,5
127760,Uno contro l'altro praticamente amici,7.2,5
62725,Delitto a Porta Romana,6.6,6
46001,Delitto al ristorante cinese,5.8,7
58083,The Haunted House,5.3,28
52113,Delitto sull'autostrada,6.9,7
11613,Thieves and Robbers,6.1,17
53342,Delitto al Blue Gay,4.7,5
9807,Aladdin,5.4,46
82083,"Rimini, Rimini: A Year Later",3.7,3
17681,Scooby-Doo! and the Witch's Ghost,7.2,46
243684,"Men, Women & Children",6.4,323
35069,Loins of Punjab Presents,4,2
257561,Animated Motion: Part 5,0,0
257563,Narcissus,5,2
171846,Killers,6.8,39
125150,Galician Caress (of Clay),6.7,6
106196,Water-mirror of Granada,7.1,8
24179,Momo,7.3,11
312497,Ascension,6.3,41
228967,The Interview,6.1,2340
177043,Flap,0,0
207703,Kingsman: The Secret Service,7.6,6069
242555,Holidaze,4.9,16
85336,Madonna's Pig,2,1
40387,Night Watch,6.2,9
191489,Bill Burr: You People Are All The Same,7.9,22
181533,Night at the Museum: Secret of the Tomb,6.1,1893
293380,The Nativity,0,0
174309,Teenage,7.3,9
59169,Beyond The Mind's Eye,6,4
125154,Fire in Castilla (Tactilvision from the Moor of the Fright),7.6,9
122348,Lunch Break,10,1
51239,Paradox,4,5
222216,Special ID,5.1,45
34515,Katt Williams: The Pimp Chronicles Pt. 1,6.4,10
180951,Summer in February,5.6,37
46127,Sorority Wars,6,70
19444,Bad Karma,0,0
42309,Fear Island,5.1,29
267863,Walking on Sunshine,6.3,89
67753,Heartbeat,4.8,2
132936,Wheelmen,0,0
81116,Big Brown Eyes,5.2,5
274985,How Hitler Lost the War,0,0
212503,King Ordinary,6,19
142119,Food Stamped,5,1
261820,Goodbye to All That,5,27
120605,The Punisher: Dirty Laundry,7.3,144
307113,Presidentintekijät,0,0
259018,Behaving Badly,4.9,198
175555,A Madea Christmas,7,35
277368,Nicholas on Holiday,5.2,120
145162,The Walking Stick,10,1
13759,The Nutcracker Prince,6.3,12
129062,Bullets Don't Argue,6,1
241432,Days and Nights,4.1,9
44936,Don't Go In the Woods,4.2,19
18755,Pigs,4.3,22
53527,Professor Beware,5.5,1
90932,"Listen, Darling",0,0
182099,21-87,7.9,10
141058,A Viking Saga: The Darkest Day,3.5,17
110323,Thérèse,5.2,24
51090,With Love... from the Age of Reason,5.1,34
14669,Yonkers Joe,4,5
212606,A Thousand Times Good Night,7,39
60119,Second Skin,4,6
215538,The Love Machine,3.5,2
65821,The Lost Prince,4.8,4
52622,Total Western,5.9,6
51017,Madea's Big Happy Family,6.7,51
26540,Bugs Bunny's Looney Christmas Tales,6.5,5
81393,12 Dates of Christmas,5.6,56
62836,The Kennedys,6,12
302118,Quatsch und die Nasenbärbande,5,1
33582,Teenage Dirtbag,6.5,8
145186,12 Wishes of Christmas,5.8,10
158828,An American Hippie in Israel,5.5,2
243856,Blast,3.8,7
32113,Carry On Teacher,6.9,15
21240,Carry On Constable,6.4,18
38503,Christina's House,4.1,10
94674,The Arrival of Joachim Stiller,7.5,2
71841,Dangerously Close,4.8,3
131944,Daughters Courageous,6,3
280495,Deceit,0,0
18969,Demon Hunter,5.1,7
168885,Demon Hunter,3,4
123868,Destination Gobi,5.7,3
88253,Down Twisted,1,1
197647,Encore,7.3,3
51416,Escape from Crime,0,0
30102,Escape in the Fog,3,5
168408,Esther and the King,5.5,2
36294,Evasive Action,5,1
11612,Even Angels Eat Beans,6.2,43
114285,Everybody Has a Plan,4.8,11
82676,Everyday Sunshine:  The Story of Fishbone,8,1
52228,Ex-Lady,5.6,7
225898,Exit to Hell,4.5,2
63727,Exorcismus,5.3,49
149600,Eye of the Hurricane,0,0
40474,Eyeball,6,11
199155,Face of Fire,6.8,2
131903,Face The Music,5.2,3
92286,Falling Awake,8,2
250114,Nick Offerman: American Ham,6.8,15
280000,Lemon Tree Passage,4.4,35
47365,Stormheart,3.7,3
68737,Seventh Son,5.2,980
64264,Gloss,3.6,6
149170,A Nest of Gentry,5.5,2
91261,The Story of Asya Klyachina,3.9,6
19338,Out of the Ashes,3.8,3
37529,The Prophecy: Forsaken,3.9,18
266080,National Gallery,7.3,12
214761,The 7th Floor,5.8,57
55553,"Rakkaudella, Maire",0,0
278334,Heatstroke,5.2,35
176079,The Wait,4.6,11
73661,Munger Road,4.4,11
136741,Myn Bala: Warriors of the Steppe,6.6,5
78093,Alyce Kills,5.8,35
33990,Little Witches,4.4,7
159211,The Haunting of Helena,4.8,26
57008,Alice in Murderland,2.2,5
101791,Elfie Hopkins,5.5,13
99194,The Evictors,6.5,9
82492,On the Ice,7,10
16825,The Case of the Scorpion's Tail,7,14
240906,Let It Snow,5.3,10
16412,Chasing Christmas,5,6
115084,Piranhaconda,3.8,16
298533,Corner Gas: The Movie,5.6,17
41897,Charleston,0.5,1
280509,Common,6.4,14
