Tweet,Sentimental,:),:-),:d,thanks,love,good,thank,see,happy,great,:(,:-(,miss,please,want,can't,time,sorry,one
"Friday Night in Hong Kong... On the Ferry to ""Central"" to meet new girlfriends for an after-work drink  :-)
....... http://t.co/j9oH0pJSfr",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#FollowFriday @MichelBauza @InvataOnline for being top supports in my community this week :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@lightmytorch I'm not there anymore!! Would have signed if I saw you! :( thank you for coming,Negative,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
@ianrobo1 Other than players that is :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Tebello__ I don't know what happened :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@wishm4ster it says my bday :))))),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No ones up :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Whatsapp with roommate

""Do you want anything from Paris?""
""A French man :)""

LOL sure I'll just head to the park and grab one.",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
if school ended earlier I could be at ngee ann now for the acoustic gig :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@iKONBI22 hello hanbin :D
seems its my first time talk with you",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
im feeling weaker than any other years.... i want to do shravan maas though :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"@74369slacker thank you :) I wouldn't survive P90x either, I'm only doing the P90, that's the easy version :)",Positive,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I'm really just up :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@HannesHolste thank you for making my tweet a favourite :-),Positive,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
why is charli so hot every time she's in finland :( http://t.co/MY4Ix0VBct,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"As if bank credit departments weren't bad enough, ANZ has gone to the extreme of offshoring theirs!!! Absolutely classic :-)
#gottolovebanks",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Jadejessicax no probs :-) ill message you xx,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@WOMADCHARLTONPK  @MollysBarWOMAD 4am right near the campsites no less - not great with kids :((   Why is it not on the total other side?,Negative,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"@scoobs1969 Thank you very much for your kind words, I'll be sure to pass them on to the team! :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@denisegohemun it feels like ytd :((((((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@MattTreby welcome aboard Matt! Thanks for the feedback :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@carterreynolds @hankgreen because you're asian!!!! ummmm or maybe because ur filmed child pornography, slutshamed, faked suicide,ect. :-(",Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@jayyycgee Well you're about to get recruited to Team Doom. So The Nasty Crew is going to be affiliated. &gt;:),Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"i have the least green fingers ever, I can’t even keep my basil plant alive :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@ErnestMnisi @stuhlinho  Hello :), the original new mercedes hood badge http://t.co/EZp6TqdWor",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@CNET Thats why they been pushing emoji, I give Sony five  :-(  :-(  :-(  :-( :-(  :-(",Negative,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"If you're reading this, you're beautiful. 
Like this if you just read this :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@SAnneLloyd I will thanks. :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@lewiismynewt FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I'm not a photographs. just Phonegraphs :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's the #Halesowen #BlackCountryFair tomorrow! Are any of our followers going? Come and say hello - our stand is on the High Street :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What could be more fun than a sexy girl? TWO sexy girls :) 👉 http://t.co/1n5ZfAqYYZ 👈💓 http://t.co/kZwz5i3PYN,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@JindalDaily praying for you all. So sorry this happened : (,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Take a good care of him tau awak :),Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"*sigh* ""@Whykaysbeauty: Bruhhh“@Dopjones: Call me daddy one more time :)”""",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
its leo season :-) ♌️,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zehr khany ka time is coming soon.....: (,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Smile every day :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Vequafied I'm bored :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@izgzb @aishahyussofff back off fah she's mine :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@PUKENIHORAN awww kiligs TY :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Ania8Ela I'm going insane. The ID is wrong &amp; the account won't go away so I can open my own account :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@PaupaPaupau follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@iloveksoo we almost got to see his cute ankles but his socks :(,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
@Mr_FRML sir plus 4 please :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
@jaimeemelanie_ lmaoo! The best songs ever &lt;3 We shall have our own little throwback this week (y) :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I haven't been on much these past 2 days bc I need to save my 3g but I feel like I've missed tonnes :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Leggete qui per la chat Larry :)
-Mar http://t.co/gEj5b3qPqS",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@tbhhowell oh shoot, well i am watching it now :D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@DEPORSEMPRE1 hello, any info about possible interest of Jonathas ?? He is close to join Betis :( saludos",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@biobio1993 ohh. :( well, you know where to find me if you change your mind. (but maybe it's not even someone I'm close with so... xD)",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@onikallah why do u care where it is :( it makes no diff,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@_andree3000 @swaveyjayy_ @Dearnataliee I just hate my life so much :-) lmao,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@KanzaSohail98 im not your FAN -_- :p,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@LA_Weatherly It's one of the absolute best bits of my job! And thanks for letting me grill you about your writing process :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
@sachapeebles_ sorry it was just closest to the door :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
@KzhaKish then tell me how? :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@BabyGreenHayes thank you good luck :),Positive,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Be Online mamaya LoiYals para sa Good News.. :-)

TruthfulWordsOf BeaNatividad
#NKNKKPagpapakumbaba",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@WforWoman 
Ha-ha, But Only of Couple of Girls :)
#WSaleLove",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh be :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fuck sake ! Hamstring injury for delph :-( not another Rodwell,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@GitiOkvianti done :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
She's nice. :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@dawnhalliday @British_Airways Definitely! I was lucky to be heard quickly (was there way early) but it was a nightmare for everyone :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"To cleanse the scam ridden body Vyapam going to be renamed.
What an idea!!! :D:D",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"my aff uname id jonginuh, feel free to add me :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@laylaharden The Icarus 500 awning unfortunately won't fit the 600 size :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"For the first time in my life I've had to hold my boobs whilst running down stairs, is my no bra life over :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
@YaelAPeer @MatthiasLissner @CarlHamlet @NikkiElizDemere @KikiSchirr @preslavrachev Nice to connect with you Yael :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I feel like I'm going to throw up :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@jackshilling Great news, thanks for letting us know :( We hope you have a good weekend!",Negative,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
So lonely that sometimes i call my own number to get a busy tone. ;_; :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"😢 ""@ haestarr: i’m just :(( http://t.co/FY8LWoZmob""",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Feeling unhappy today :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@twigtwisters thanks for the info :),Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@moby307 So true, yet many know this and choose to not heed the notion xx :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@mokwepa no, other than it using Cs :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sooooooooo happy for my grades :D,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
@freekuku_ @Lennethxvii its up :D http://t.co/9CEbRspBdJ,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@HoldyHoldy Cotton Candy is my favourite too! :( Time to stock up again!,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
My mum says she's done &amp; that she's leaving my step dad :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
@KylieDeVille Happy Birthday!! Enjoy your vacation!:),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
as if not an apology isn't available in australia :(( @BeaMiller,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hey @DeVoTrAv do you follow back average joe's that love the #BlueJays :),Positive,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@bezz100 not see through the charade that has become day to day living? :((,Negative,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
@ashleyannvlnc happy birthday!! :),Positive,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
@Gvmba shoulda let me borrow one of those knives :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
@lamekyungsoo aw thank you so much! We should talk more :),Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
i knowwwww :( https://t.co/KHkzmeS7kF,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oh no! I used to love DJ Derek. I hope he's okay. :( https://t.co/cH2Iyla300,Negative,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The state of my hair :( http://t.co/wnODE8EZzI,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bts was 2 weeks ago :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@pastelwolfxx @CHA_NNNNN niNASTY tsktsk oppa wont like u call his dick kawaii he is manly &gt;:( http://t.co/83cUgt7qQ3,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@goldfrapp I'm sure it will be worth the wait. How exciting :-) x,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"“@JaDine_Addicts: Goodafternoon JaDines, THIZ IZ IT EMEGED I KENNAT :((((( -G

#OTWOLGrandTrailer”",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Wet feet welcome @IOWOpenStudios no carpet to,worry about :) http://t.co/q1zK66SmNi",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@demissexuaI yeah you're right, she's perfect. Let's pretend the video, song or anything else she makes doesn't suck :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@kaylakerwin :( that disgusts me what a piece of shit..you're such an amazing mother Mateo &amp; Brooklyn are so lucky💗 he doesn't deserve to,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I missed half of Music Bank bc grocery shopping :( but the good thing is: I finally have hubba bubba bubble gum again &lt;3,Negative,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
@joiredve follback :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My stomach hurts so much. I want to cry :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"WOWWWW, Thanks a lot team :) ❤💙💚💕❤💙💚💕  ❤💙💚💕❤💙💚💕 via @ManoharRpm",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"streams are just awful for me lately.... choppy and terrible. there is no point in my staying up, i have to wait for the YT video anyway :(",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Aussie_Legend I wish :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@hwk46 So Cuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuute :)　♡,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@AndyCarnochan @WickermanFest Oops...that's called a #FridayFauxPas :) I'll get that changed right now! Thank you, G",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please throw your awesome smile lilsisbro @nabilahJKT48 @difaryansyah @maddijanemusic :) hopefully your career is always SUCCESS.!!.,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"@Orlando_Pirates  good luck ;) 
wait you in egypt :D",Positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Here you behave or else u jump_Julias Malema :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hi livi fowles : oliviafowles891 Do you want to get FREE iPhone 6? Hurry check my bi0. Thx :) https://t.co/x8hlsZudXr,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ekk why no giriboy? :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@BABYGVL i want a kitten so badly oh my god :((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Nobody said it was easy :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@steveaoki T-shirt? :D awesome http://t.co/qTJcpy54zi,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Well done this morning carry on the great. Work :),Positive,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
@EloVzt @emericskyrock @SkyrockFM pardon ? :)))),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@nixdeedavid onting tiis lng yan Nikki :) ;) u'll get better anytime soon!,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hate when I can't remember my dreams, I love sharing them :(",Negative,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
@awaismarwat2011 never see positive kha u could also mention atleast they are going :),Positive,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
@joohyunvrl you have the kindest heart I ever know :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.346
》》》》ＳＥＥ ＭＥ
♛♛♛",Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@lizardbeth_16 Oh my, what's happenend? We don't want to lose you. :-( *DR",Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
@celine_s16 I don't think you would like the answer to this question :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"@septiancina look we made our final design, hope you like it :) https://t.co/EXt098Yq1b",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@exostrash14 my parents don't let me &gt;:(,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@amorecrudele Visit my blog http://t.co/UzOAqroWKx thanks :D,Positive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#FF my Wooftastic TWOOFS hope you have a supa dupa weekend :)
@MyPackofWolves
@Skythegsd
@helvellyn
@BennyBoygr
http://t.co/fIYPR3t2Ai",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Has anyone managed to get an #UberIceCream yet? We keep getting busy messages. I think this is worse than the tube strike :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Time to Fly :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rettweet :-) http://t.co/CGTjR664Kj,Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#JusticeForSandraBland #SandraBland this is disturbing just shows the poor women was already dead in the mug shot :( https://t.co/K17rqTUbeH,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@fionnlim my leg is white :-(,Negative,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Working 5 am everyday is exhausting :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3 ghantay say light nai hay :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Bobwilson1955 yes :( but we have a BBQ to attend,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@remnantsofme Oh no :( What building &amp; suite are you in!?,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Goodafternoon :)) Gudday~,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We don't like to keep our lovely customers waiting for long! We hope you enjoy! Happy Friday! - LWWF :) https://t.co/smyYriipxI,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thug :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@clunis_96 I haven't been eyed up since I started going bald at the age of 14 :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I love hozier :-(,Negative,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"@mythor aw sad :( it's very very long though. Maybe a little longer &amp; you'd love it? I restarted assassins creed II heaps, then fell in love",Negative,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Thanks for the follow and back at ya :) @DANCEFORCE3,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@exhaustcd BUT... I HAVENT FINISHED YET :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"That ""@Real_Liam_Payne thanks bro ! 😀 x"" is my everything :-)",Positive,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Carol1MY @AmberContact @fieldfarefoods good stuff :). Love a bit of salmon,Positive,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"@Jana7380 on the cusp of testing the waters, hope yours is rewarding :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I fucking hate when I wake up like at this time and I can't fall back asleep ugh :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
@PiperDonut thanks haha but i only tell the truth to you :):):),Positive,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@bicykiel @durnurr and I thought you were worthy of being the bridesmaid &gt;:(((((((((,Negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@valenaty_4ever Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Wilma2207fWilma haha! Thank you! :) 🍰,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
isco :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@_sunshinehoran_ HAPPY BIRTHDAY!! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grande :)  https://t.co/gsaaxNpR8u,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@unicornsftnjh fback? :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dont b stupid @sleekyskillz: Head Needed urgently ... pls apply within! :-)""",Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
why can't I sleep :(((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
@xokristim Thank you so much! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@NoakseyV1 @david_statter @DHGFMadson @saikocat @HIDEO_KOJIMA_EN @drewdixon82 @ghrowe Cheers! :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i just realised i am a month clean and wow i think that's neat-o :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Let's go... I'll drive for you :p

#traveling #traveler #yogyakarta #jeep #Indonesia #instamood… https://t.co/s7y4Ys5JeU",Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@lovingjeonboram I really like their interaction. How Sunny offers her help to her dongsaeng, Chorong. And the friendship among idols. :)",Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@5SOS_FAHUpdates thank you :) im glad to be a part of it!,Positive,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
@MystikGunn suck for me which mean I have to watch you play it around 1 p.m. my time :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ribs :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I hear so many frogs this morning :((((((,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@NICKIMINAJ im trying not to fall asleep  :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
If I get my UCAS email today I can't even get onto Track because it's down for 3 days :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
@FetusJuju  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@Karishmakumari no ma you are! :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I miss senior year. :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
@sxnflame I don't like dogs :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@Meem_Hye I am a confused brat. :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@greatestcookie It hurts having to read about people's holidays when being at work :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#ShareTheLove @hotwifecleo @_PetPuK_ @omaro22omaro for being top HighValue members this week :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@tokyato askip t'existes pas :(,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
@TheGoFever @AzharSaleem59 awww thanks guys!! Wishing you both a wicked weekend :) Travel safe! X,Positive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@mikestone14  Your tweet is very much appreciated! Thank you for being such a dedicated member :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
for gail :) http://t.co/MnYKjgxBpA,Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
:( I went to bed way too late,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
who wants to ft me and Arianna :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I haven't seen that many 'menacing' since I finished JoJo :D,Positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@qtbatooty_ yeah and it's like why do you need to wait till saturday to give us homework pa :((((((( WHAT IF U MADE PLANS 4 DA WEEKEND????,Negative,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
anyway :-),Positive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@JonsCrazyTweets still more green tea blends with other flavors. :),Positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
@lorettaramos @BryanFuller @LACMA @filmindependent @NBCHannibal it was great watching with fellow fans :D,Positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
